Geneid	Start	End	gene_name	4GC00A11	4GC00A12	4GC00A13	4GC02A11	4GC02A12	4GC02A13	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M_minus	M_plus	Log2fold	Obs_log(1/p)	GalNAc_gene	YmN
gene-b1915	1995818	1996042	yecF	14.77217856	12.85311044	8.25227992	9.465904725	6.694795728	14.4180656	34.48682195	-0.241915751	0.350042859	-0.691103233	0.489500669	1	11.95918964	10.19292202	-0.230551945	0.233183162	FALSE	FALSE
gene-b1738	1821299	1821619	chbB	147.2615931	115.2425498	148.1672832	146.3598518	153.2920517	152.2655526	335.1529743	0.137996569	0.200167005	0.689407174	0.49056707	1	136.8904754	150.639152	0.138074714	0.551307814	FALSE	TRUE
gene-b0150	167484	169727	"omp,fhuA"	36.94690381	38.23284858	31.76075442	32.60511379	29.3680461	32.81651962	1633.706806	-0.174355772	0.253547814	-0.687664266	0.491664227	1	35.6468356	31.59655984	-0.174006524	0.826490299	FALSE	FALSE
gene-b2895	3039855	3040376	fldB	140.0810035	141.0425733	161.9810913	150.0048289	136.8296972	132.7870696	728.1294955	-0.076683477	0.111530444	-0.687556462	0.491732133	1	147.701556	139.8738652	-0.078558598	0.370872128	FALSE	FALSE
gene-b3091	3241827	3243314	uxaA	171.4361952	145.6826215	189.8613099	204.4285164	140.459109	107.9174769	1737.527996	-0.163185301	0.237487522	-0.687132105	0.491999484	1	168.9933755	150.9350341	-0.16303898	0.227150863	FALSE	FALSE
gene-b3908	4100810	4101430	sodA	95.00223527	145.3348388	84.86876506	103.29376	88.3341103	96.64283099	720.4528638	-0.17410903	0.253464675	-0.686916351	0.492135443	1	108.4019464	96.09023376	-0.173928947	0.254856272	FALSE	FALSE
gene-b4262	4487318	4488400	lptG	49.70094701	64.97763591	56.57726538	56.80005564	57.60584274	67.1977711	883.1809851	0.088160681	0.12837496	0.686743594	0.49224432	1	57.08528277	60.53455649	0.084640098	0.246322685	FALSE	TRUE
gene-b0507	533916	535697	gcl	0.777155858	0.743814262	0.961804186	1.617021752	0.633976868	0.788867225	31.47985498	0.295906941	0.430958717	0.686624795	0.492319199	1	0.827591435	1.013288615	0.292054535	0.233251664	FALSE	TRUE
gene-b0019	17489	18655	nhaA	303.165104	294.4816114	291.0409578	277.4069765	269.6634462	268.9951441	2798.649087	-0.123066961	0.179246364	-0.686579956	0.492347463	1	296.2292244	272.0218556	-0.122991407	2.236825302	FALSE	FALSE
gene-b0404	424337	424918	acpH	36.01035795	42.02933989	56.19861523	37.88658046	44.21498467	40.87595917	405.9983607	-0.116266465	0.169374395	-0.686446525	0.492431575	1	44.74610436	40.9925081	-0.126401822	0.235899856	FALSE	FALSE
gene-b2129	2216481	2217407	yehX	5.179027002	5.719426169	6.317092545	5.27084929	5.010263793	4.782691662	95.0989007	-0.185191605	0.269789769	-0.686429309	0.492442427	1	5.738515239	5.021268248	-0.192625708	0.937809446	FALSE	FALSE
gene-b0951	1013259	1014899	pqiB	49.00429434	61.46054298	51.35190359	63.36730499	59.28321171	49.224383	837.1529827	0.086661998	0.126269948	0.686323229	0.492509304	1	53.93891364	57.29163323	0.086998001	0.231547335	FALSE	TRUE
gene-b1719	1800642	1802570	thrS	1214.598157	956.7371674	1219.109243	1265.505125	1025.108059	811.1563343	16290.68772	-0.128421279	0.187186176	-0.68606177	0.492674157	1	1130.148189	1033.923173	-0.128382968	0.241265095	FALSE	FALSE
gene-b4258	4480982	4483837	valS	81.91679897	59.23636773	72.86424436	73.0384857	65.62060151	64.13918887	2153.840488	-0.078843217	0.114957118	-0.685848935	0.492808374	1	71.33913702	67.59942536	-0.077682781	0.201851584	FALSE	FALSE
gene-b2008	2079533	2080591	yeeA	164.8618369	144.5064648	122.867079	102.9245598	127.0683608	262.4251316	1061.151021	0.188166719	0.274424504	0.685677539	0.492916474	1	144.0784602	164.1393507	0.188066483	0.145924857	FALSE	TRUE
gene-b4544	2372557	2372892	arnE	20.60850803	21.15885927	29.75581702	17.89771902	18.67967558	26.06837753	80.98816029	-0.172222813	0.251214356	-0.68556119	0.492989862	1	23.84106144	20.88192404	-0.191193821	0.305658774	FALSE	FALSE
gene-b2124	2211726	2212196	yehS	123.8855739	133.2896207	144.6473857	136.1898619	112.468304	127.6503897	512.9827833	-0.092133091	0.134410955	-0.685458194	0.493054833	1	133.9408601	125.4361852	-0.094642548	0.391116581	FALSE	FALSE
gene-b3283	3431420	3431962	yrdD	365.3937812	453.3650663	417.9623712	446.9156025	436.2251222	419.597572	2667.299649	0.075756786	0.110562506	0.685194188	0.493221391	1	412.2404062	434.2460989	0.075026969	0.339961341	FALSE	TRUE
gene-b3906	4098646	4099494	rhaR	52.52475149	41.44333315	43.73999957	45.59807566	43.46885919	40.7577826	284.6442033	-0.091179067	0.133075466	-0.685168118	0.49323784	1	45.90269474	43.27490582	-0.08504817	0.290724847	FALSE	FALSE
gene-b4523	1335291	1335458	yciX	166.5167449	170.7053731	160.6814119	152.8763499	215.1898627	166.0652198	420.41977	0.099153043	0.14472626	0.68510748	0.4932761	1	165.9678433	178.0438108	0.101328543	0.249387716	FALSE	TRUE
gene-b4464	3027121	3028488	ghxQ	10.12347763	9.601076196	9.918605672	8.2423706	8.533662318	9.406523059	868.6477607	-0.178463097	0.260541118	-0.684970951	0.493362252	1	9.881053166	8.727518659	-0.179093283	1.409202588	FALSE	FALSE
gene-b2300	2419234	2419788	yfcE	60.88533053	62.0944187	53.52830218	57.11146014	52.6988988	54.36000407	384.6658258	-0.107107778	0.156488648	-0.684444395	0.49369459	1	58.83601714	54.72345434	-0.104540287	0.62276473	FALSE	FALSE
gene-b3558	3721198	3722049	insK	5.309835308	6.505755727	7.543728258	5.440738528	7.366632623	8.37669304	160.8822647	0.157198157	0.229684476	0.684409147	0.493716841	1	6.453106431	7.06135473	0.129951173	0.220304073	FALSE	TRUE
gene-b1698	1780401	1781339	ydiR	5.702784586	9.496107956	7.909533469	6.004027146	10.02615175	9.903783077	77.24544436	0.180431324	0.263657112	0.684340821	0.493759976	1	7.70280867	8.644653991	0.166423629	0.212640203	FALSE	TRUE
gene-b2954	3096681	3097274	rdgB	29.68735379	26.77731343	30.77773397	25.30990568	25.57040035	29.30945153	230.7220631	-0.118521107	0.173213865	-0.684247229	0.493819064	1	29.0808004	26.72991919	-0.121611502	0.597929387	FALSE	FALSE
gene-b2526	2657085	2658935	hscA	92.82490644	78.24877813	63.04182173	73.84380342	62.66198595	74.71922973	1802.044112	-0.149259321	0.218160969	-0.684170602	0.493867444	1	78.0385021	70.4083397	-0.148439764	0.333498193	FALSE	FALSE
gene-b2329	2446388	2447473	aroC	41.912316	45.49184463	37.87701791	39.22336212	32.59551787	44.30966292	669.9465837	-0.109107258	0.159597558	-0.683639894	0.494202587	1	41.76039285	38.7095143	-0.109447078	0.3076888	FALSE	FALSE
gene-b3391	3519465	3520703	hofQ	3.204215486	4.279183259	4.956901237	3.640214037	6.07880968	4.101992028	81.92316543	0.170698385	0.249722263	0.683552933	0.494257514	1	4.146766661	4.607005248	0.151842373	0.195202148	FALSE	TRUE
gene-b3118	3266127	3267065	tdcA	141.8813475	74.94225739	99.78180684	103.936381	92.24059609	72.89644986	2860.264608	-0.235520707	0.344784222	-0.683095954	0.494546212	1	105.5351372	89.69114232	-0.234685995	0.298747106	FALSE	FALSE
gene-b0200	222833	223408	gmhB	1792.665418	1387.190354	1498.949282	1536.469462	1597.20566	1279.791057	6390.515421	-0.084589828	0.123870338	-0.682890104	0.494676288	1	1559.601685	1471.155393	-0.084227977	0.222423103	FALSE	FALSE
gene-b2429	2546673	2548097	murP	65.63253016	62.57435348	48.21068795	65.32353446	60.60551922	71.78678976	586.7043597	0.163619176	0.239666833	0.682694281	0.494800044	1	58.8058572	65.90528115	0.164434219	0.493532596	FALSE	TRUE
gene-b0049	50380	51222	apaH	43.37027512	58.74809156	55.57242979	56.62303276	52.86148762	59.5194167	849.475365	0.10460108	0.15328751	0.682384887	0.49499561	1	52.56359882	56.33464569	0.099958395	0.302634363	FALSE	TRUE
gene-b4532	1509286	1509462	hicA	1.564849423	3.403895775	0.806937411	3.539096981	2.127583388	2.443739932	35.02574009	0.468980352	0.68745312	0.682199757	0.495112648	1	1.925227536	2.703473434	0.489785216	0.369300389	FALSE	TRUE
gene-b0573	597131	597463	cusF	0	1.809277934	2.573476066	1.504913311	2.638714532	1.298924829	12.06782876	0.45163296	0.662284118	0.681932342	0.495281734	1	1.460918	1.814184224	0.312445761	0.151641249	FALSE	TRUE
gene-b4063	4277469	4277933	soxR	54.20436486	39.38856427	56.20969821	52.26903747	43.46218194	37.20791122	264.1981043	-0.173544506	0.254695876	-0.681379332	0.495631497	1	49.93420911	44.31304354	-0.172297103	0.337919676	FALSE	FALSE
gene-b0979	1039296	1040432	appB	714.4920795	676.1448272	823.5530823	748.3985514	650.8215834	597.1704082	4199.585811	-0.149359584	0.219309183	-0.681045737	0.495842551	1	738.0633297	665.4635143	-0.149385043	0.508438077	FALSE	FALSE
gene-b3248	3397785	3398378	yhdE	67.76799085	86.2148349	92.57365294	79.30437113	94.25122774	89.56677113	828.9121672	0.099080343	0.145542449	0.680765949	0.496019599	1	82.1854929	87.70745667	0.093815745	0.253418199	FALSE	TRUE
gene-b0774	807968	809257	bioA	4.437379217	6.258418603	4.871650042	6.798358386	4.476171562	6.203121245	190.5107585	0.173362145	0.254940829	0.68000934	0.496498547	1	5.189149287	5.825883731	0.166978868	0.290327881	FALSE	TRUE
gene-b0132	146968	147870	rpnC	5.41891932	10.00813209	8.541204619	6.659616379	7.089588499	7.304833899	151.4879188	-0.168153635	0.247281863	-0.680007961	0.49649942	1	7.989418676	7.018012926	-0.187027929	0.287012576	FALSE	FALSE
gene-b3822	4005864	4007693	recQ	20.48328037	22.45343577	21.93150054	18.96375802	18.31465635	34.39063187	883.3387976	0.146983624	0.216317419	0.679481219	0.496833004	1	21.62273889	23.88968208	0.143838378	0.161053145	FALSE	TRUE
gene-b4057	4270658	4271014	yjbR	335.1670765	328.7534027	315.6617093	323.562685	325.5977334	267.1582743	900.2472103	-0.097376421	0.143469805	-0.678724146	0.497312664	1	326.5273962	305.4395642	-0.096317092	0.454700681	FALSE	FALSE
gene-b3987	4181245	4185273	rpoB	159.193231	139.7285275	138.7866253	140.4275735	123.8138413	139.0811912	8709.885965	-0.118147881	0.174144279	-0.678448249	0.497487526	1	145.9027946	134.4408687	-0.118035747	0.602393067	FALSE	FALSE
gene-b1519	1607346	1608104	tam	108.5044736	193.8444646	165.4094113	180.2505457	187.0507403	149.0246701	804.1419718	0.14350833	0.21164712	0.678054723	0.497736997	1	155.9194498	172.108652	0.142518719	0.229067224	FALSE	TRUE
gene-b3959	4156013	4156789	argB	105.2779134	139.7279502	108.4536342	117.544479	139.2595057	124.8359541	1405.961903	0.110931163	0.163607307	0.678033063	0.49775073	1	117.8198326	127.2133129	0.110667249	0.300262251	FALSE	TRUE
gene-b0163	183709	184095	yaeH	1014.394432	626.4645885	677.9712975	793.4655431	760.3004451	583.7081208	2213.705298	-0.118578767	0.175022004	-0.677507767	0.498083844	1	772.9434393	712.4913697	-0.117490309	0.165018743	FALSE	FALSE
gene-b0078	87357	87848	ilvH	13.13582951	9.551663631	12.48292811	11.71354781	10.71575536	9.231078583	68.77340155	-0.161668567	0.238649826	-0.677430065	0.498133128	1	11.72347375	10.55346058	-0.151683964	0.372050741	FALSE	FALSE
gene-b2607	2744572	2745339	trmD	297.7757673	368.0834607	262.2231375	235.2338226	226.2108713	369.6037323	4995.216447	-0.159111245	0.235006369	-0.677050776	0.498373738	1	309.3607885	277.0161421	-0.1593203	0.226623791	FALSE	FALSE
gene-b2290	2407561	2408778	alaA	127.3463669	116.9363958	151.1536872	139.6844967	120.3744059	114.8828626	1910.519113	-0.075870735	0.112156202	-0.676473831	0.498739855	1	131.81215	124.9805884	-0.076779322	0.209809091	FALSE	FALSE
gene-b0307	322338	323765	ykgF	60.38696941	41.00979304	70.51378486	65.62496973	56.08297892	35.06073724	598.4500598	-0.133573914	0.197487763	-0.676365521	0.498808603	1	57.30351577	52.25622863	-0.133020648	0.150469009	FALSE	FALSE
gene-b3804	3989088	3989828	hemD	162.4740286	186.844938	179.8359662	211.0046874	199.0482029	152.7906344	1296.708086	0.088942716	0.131620036	0.675753623	0.499197084	1	176.3849776	187.6145082	0.089043701	0.229507295	FALSE	TRUE
gene-b3479	3617015	3617779	nikD	52.98191492	45.67894643	56.75776234	54.37163267	47.09329348	42.2647217	477.9419889	-0.113262665	0.16761693	-0.6757233	0.49921634	1	51.8062079	47.90988262	-0.112801707	0.335621186	FALSE	FALSE
gene-b2415	2533764	2534021	ptsH	1730.935748	1665.486622	2336.73123	2145.853265	1671.26623	1293.434606	5166.560711	-0.16578168	0.245375162	-0.675625354	0.49927854	1	1911.0512	1703.518034	-0.165849211	0.252331619	FALSE	FALSE
gene-b1082	1138378	1140021	flgK	15.89312094	15.90513781	14.07428425	17.14653738	17.25620249	14.53646212	309.5701451	0.085799018	0.126995708	0.67560565	0.499291053	1	15.29084767	16.31306733	0.09335969	0.401944132	FALSE	TRUE
gene-b3193	3337910	3338461	mlaD	74.26231067	61.34042179	62.87533509	68.31611226	58.44301977	56.61441518	309.2000099	-0.117801885	0.174412974	-0.675419279	0.49940942	1	66.15935585	61.12451574	-0.114194058	0.388595168	FALSE	FALSE
gene-b1803	1885845	1886810	yeaX	23.79834666	38.79384073	32.97166308	33.72034018	36.51470496	32.23915289	196.4112993	0.106992863	0.158428601	0.675338053	0.499461012	1	31.85461682	34.15806601	0.10072381	0.194721204	FALSE	TRUE
gene-b0028	25826	26275	fkpB	84.73485755	84.08076416	83.79238072	82.13064393	81.1743982	74.25303782	318.5921064	-0.090043718	0.133423879	-0.674869588	0.499758624	1	84.20266748	79.18602665	-0.088620066	0.939398685	FALSE	FALSE
gene-b1652	1728347	1728994	rnt	27.64084336	34.40140961	27.55168242	29.00093359	25.95783066	42.05269132	359.3660997	0.120622833	0.178956749	0.674033439	0.500290055	1	29.86464513	32.33715186	0.114754038	0.172215892	FALSE	TRUE
gene-b2682	2809617	2810354	ygaZ	91.450394	106.2928722	100.0569587	85.39006593	101.0342648	94.06908651	701.0960774	-0.084908554	0.126019916	-0.673770916	0.500456968	1	99.26674163	93.49780575	-0.08637793	0.389511445	FALSE	FALSE
gene-b3173	3319988	3321613	yhbX	9.198542919	9.782118189	10.01376573	10.71001267	10.26761799	10.57413482	200.6136675	0.124753359	0.185224731	0.673524305	0.500613791	1	9.664808946	10.51725516	0.121945114	1.438235951	FALSE	TRUE
gene-b3933	4122380	4123339	ftsN	169.2645459	175.4750821	168.2691452	174.7451254	174.4308106	183.7176952	1452.309285	0.055181671	0.08194856	0.673369621	0.50071217	1	171.0029244	177.6312104	0.054864093	0.809427376	FALSE	TRUE
gene-b1226	1285139	1285849	narJ	517.8573143	449.6215982	570.1063878	518.2283283	512.8792613	375.5084806	2303.832929	-0.128515635	0.190914191	-0.673159154	0.500846044	1	512.5284334	468.8720234	-0.128437844	0.304899531	FALSE	FALSE
gene-b0204	225759	228662	rrlH	12.01765559	5.6846466	8.361138666	5.867296317	10.54706972	5.548274209	316.6917458	-0.250191267	0.371858551	-0.672813	0.501066266	1	8.687813619	7.320880082	-0.24697606	0.217545662	FALSE	FALSE
gene-b0107	115714	117099	hofB	5.062615306	8.259236284	8.656237678	6.598653981	9.147380527	8.816241409	199.5288253	0.17424118	0.25903284	0.672660581	0.501163251	1	7.326029756	8.187425306	0.160378279	0.24473898	FALSE	TRUE
gene-b2728	2851864	2852136	hypC	190.0632864	187.5883221	268.914109	242.7664964	203.2348703	141.0118503	374.911371	-0.138444553	0.205835757	-0.672597195	0.501203587	1	215.5219058	195.6710723	-0.139404027	0.190599649	FALSE	FALSE
gene-b3081	3231665	3233683	fadH	43.71657596	46.49225964	25.04263709	43.31265731	50.85756784	41.88308803	667.0993407	0.238514128	0.354636185	0.672560042	0.50122723	1	38.41715756	45.35110439	0.239386904	0.403121691	FALSE	TRUE
gene-b0512	539147	540508	allB	13.21849678	12.29751068	12.68882417	12.69397692	11.24401265	11.03585417	132.5010953	-0.129759349	0.192979423	-0.672399919	0.501329134	1	12.73494388	11.65794791	-0.127478741	0.854359978	FALSE	FALSE
gene-b0696	724407	724979	kdpC	25.13590592	38.69391888	36.64171813	39.13759499	38.55641519	32.45951941	158.6607577	0.138814337	0.206458116	0.672360769	0.501354052	1	33.49051431	36.7178432	0.132728786	0.273749894	FALSE	TRUE
gene-b3125	3271867	3272751	garR	63.1155934	41.25521679	43.89739514	54.21896575	46.23947897	36.16735099	197.9159791	-0.124333289	0.185074048	-0.671802937	0.501709159	1	49.42273511	45.5419319	-0.117979361	0.169580042	FALSE	FALSE
gene-b3986	4180560	4180925	rplL	790.321643	487.9177684	508.4830108	579.8665358	497.9940265	577.9044325	3248.951465	-0.111116548	0.165411002	-0.671760321	0.501736293	1	595.5741407	551.9216649	-0.109817597	0.162105434	FALSE	FALSE
gene-b2875	3012614	3014239	yqeB	231.8373502	208.759295	239.3641369	300.6508593	274.9868817	210.8176566	5009.19616	0.209870577	0.312478251	0.67163259	0.501817625	1	226.653594	262.1517992	0.209913409	0.556913523	FALSE	TRUE
gene-b3008	3152236	3153423	metC	23.39239134	23.7344369	22.48217286	21.61887777	20.81557384	22.02760022	420.9662084	-0.111207222	0.165631074	-0.671415208	0.50195606	1	23.20300037	21.48735061	-0.110823762	1.533619073	FALSE	FALSE
gene-b0588	619384	620199	fepC	1.923460749	2.805711149	0.875171089	3.377755795	1.692158847	1.987784779	34.82667748	0.305267468	0.454734218	0.671309648	0.50202329	1	1.868114329	2.352566474	0.332652737	0.252026226	FALSE	TRUE
gene-b4136	4363345	4365042	dsbD	11.41842424	13.62520542	15.39311523	12.54315997	12.86323384	17.70416182	419.6465736	0.105705375	0.157533791	0.671001275	0.502219717	1	13.47891496	14.37018521	0.09237429	0.165651757	FALSE	TRUE
gene-b4589	580251	580445	ylcI	1.893869046	1.853814006	3.662254402	5.139857769	3.862382151	1.663622953	3.761131125	0.54436759	0.811744639	0.670614333	0.502466249	1	2.469979151	3.555287624	0.525467415	0.388508521	FALSE	TRUE
gene-b3001	3147897	3148937	gpr	358.6616839	215.8776205	274.6796342	295.5788524	255.7575962	219.5950337	1729.903719	-0.140099663	0.20936559	-0.669162793	0.503391638	1	283.0729795	256.9771608	-0.139533901	0.216480077	FALSE	FALSE
gene-b3493	3637642	3639141	pitA	63.64346927	91.3374161	72.36614699	73.83405685	82.26230251	87.22929686	1651.352524	0.099266445	0.148537048	0.668294185	0.503945825	1	75.78234412	81.10855207	0.097992274	0.230423677	FALSE	TRUE
gene-b0290	305174	306817	ecpD	22.74457236	22.86821658	25.10782808	23.4717045	23.51730251	19.79852986	440.6518415	-0.082093597	0.123228134	-0.666191999	0.505288387	1	23.57353901	22.26251229	-0.082551953	0.379264856	FALSE	FALSE
gene-b3950	4143624	4143944	frwB	8.34098867	3.753828985	2.224733983	3.122343505	6.256818437	2.358094841	15.47002513	-0.352203637	0.528900241	-0.665916953	0.505464184	1	4.773183879	3.912418928	-0.286891058	0.146033722	FALSE	FALSE
gene-b3904	4095979	4097448	rhaB	7.662439557	14.26301797	14.18563032	13.29544841	13.49206282	12.79971129	163.5402891	0.143913682	0.216209192	0.665622407	0.505652481	1	12.03702928	13.19574084	0.132592968	0.203548465	FALSE	TRUE
gene-b0117	129407	131260	yacH	15.98526603	20.6029329	15.71569365	17.77222261	20.04105517	17.96425649	375.4249133	0.092572472	0.13910824	0.665470799	0.505749415	1	17.43463086	18.59251142	0.09276584	0.265072285	FALSE	TRUE
gene-b3378	3507348	3507701	yhfU	4.172931795	7.148181127	5.648561875	9.909471546	4.964361239	6.109349829	43.54168466	0.315092947	0.473496355	0.665460132	0.505756235	1	5.656558266	6.994394205	0.306274597	0.317840626	FALSE	TRUE
gene-b2703	2826392	2827351	srlE	40.39267574	50.58401865	54.00680789	67.2096636	57.01036987	34.91875262	274.6965446	0.135048979	0.203064293	0.665055272	0.506015141	1	48.32783409	53.04626203	0.134396754	0.172173713	FALSE	TRUE
gene-b0810	846460	847119	glnP	42.66585662	57.14522115	43.49759433	46.50695169	43.55421084	66.51971173	349.4770846	0.130805934	0.196762136	0.664792205	0.506183409	1	47.76955737	52.19362475	0.127782089	0.197695832	FALSE	TRUE
gene-b0099	111044	111433	mutT	25.56723211	39.85700114	32.22783874	24.73556551	27.68040541	36.04516399	202.2865938	-0.12737042	0.191734342	-0.664306762	0.506493994	1	32.55069066	29.48704497	-0.142606904	0.224107693	FALSE	FALSE
gene-b1904	1988222	1988545	yecR	16.24255744	24.17396351	12.78398064	22.04070953	19.37151542	19.69133959	155.9386277	0.194844281	0.293308985	0.664297006	0.506500237	1	17.73350053	20.36785485	0.199816696	0.309276593	FALSE	TRUE
gene-b3900	4092377	4092823	frvA	1.032730604	2.695702694	1.917153311	0.560554958	2.246575748	1.451483114	18.5771604	-0.357767556	0.538672995	-0.664164641	0.506584942	1	1.881862203	1.41953794	-0.406739584	0.270687319	FALSE	FALSE
gene-b2489	2610706	2611464	hyfI	7.298507191	8.572973864	9.597133078	6.932713295	7.773107688	7.978376219	61.61248924	-0.150194792	0.226168598	-0.664083312	0.50663699	1	8.489538044	7.561399067	-0.167032855	0.557780176	FALSE	FALSE
